Name,District,No,Party,KeywordList
लक्षुमान तामाङ,पाँचथर,1,नेपाल मजदुर किसान पार्टी,"""लक्षुमान तामाङ"" पाँचथर 1|""लक्षुमान तामाङ"""
प्रकाश काफ्ले,पाँचथर,1,प्रगतिशील लोकतान्त्रिक पार्टी,"""प्रकाश काफ्ले"" पाँचथर 1|""प्रकाश काफ्ले"""
राम कुमार तुम्रोक,पाँचथर,1,मंगोल नेशनल अर्गनाइजेसन,"""राम कुमार तुम्रोक"" पाँचथर 1|""राम कुमार तुम्रोक"""
नरेन्द्र प्रसाद कुरुम्‍वाङ,पाँचथर,1,नेपाल जनमुक्ति पार्टी,"""नरेन्द्र प्रसाद कुरुम्‍वाङ"" पाँचथर 1|""नरेन्द्र प्रसाद कुरुम्‍वाङ"""
टेकबहादुर सुब्बा,पाँचथर,1,राष्ट्रिय परिवर्तन पार्टी,"""टेकबहादुर सुब्बा"" पाँचथर 1|""टेकबहादुर सुब्बा"""
भानु भक्त फियाक,पाँचथर,1,संघीय लोकतान्त्रिक राष्ट्रिय मञ्च,"""भानु भक्त फियाक"" पाँचथर 1|""भानु भक्त फियाक"""
हस्त राज शेर्मा,पाँचथर,1,श्रम संस्कृति पार्टी,"""हस्त राज शेर्मा"" पाँचथर 1|""हस्त राज शेर्मा"""
विजय नेम्वाङ,पाँचथर,1,नेपाल कम्युनिस्ट पार्टी (माओवादी),"""विजय नेम्वाङ"" पाँचथर 1|""विजय नेम्वाङ"""
मित्र लिङदेन,पाँचथर,1,राष्ट्रिय मुक्ति पार्टी नेपाल(एकल चुनाव चिन्ह),"""मित्र लिङदेन"" पाँचथर 1|""मित्र लिङदेन"""
काजी मान कागते,इलाम,1,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),"""Kaji Man Kagte"" इलाम 1|""काजी मान कागते"" इलाम 1|""Kaji Man Kagte""|""काजी मान कागते"""
निश्कल राई,इलाम,1,नेपाली काँग्रेस,"""Nishkl Rai"" इलाम 1|""निश्कल राई"" इलाम 1|""Nishkl Rai""|""निश्कल राई"""
रन बहादुर राई,इलाम,1,नेपाली कम्युनिष्ट पार्टी,"""रन बहादुर राई"" इलाम 1|""रन बहादुर राई"""
विमल गदाल,इलाम,1,राष्ट्रिय स्वतन्त्र पार्टी,"""Viml Gdal"" इलाम 1|""विमल गदाल"" इलाम 1|""Viml Gdal""|""विमल गदाल"""
ज्वाला  नेपाल ,इलाम,1,राष्ट्रिय प्रजातन्त्र पार्टी,"""Jvala  Nepal "" इलाम 1|""ज्वाला  नेपाल "" इलाम 1|""Jvala  Nepal ""|""ज्वाला  नेपाल """
तुल्सी केशरी प्रजापति (छुंजु),इलाम,1,नेपाल मजदुर किसान पार्टी,"""तुल्सी केशरी प्रजापति (छुंजु)"" इलाम 1|""तुल्सी केशरी प्रजापति (छुंजु)"""
बुद्ध लाल मेचे,इलाम,1,मंगोल नेशनल अर्गनाइजेसन,"""बुद्ध लाल मेचे"" इलाम 1|""बुद्ध लाल मेचे"""
डम्बर सिंह लिम्बु,इलाम,1,नेपाल जनमुक्ति पार्टी,"""डम्बर सिंह लिम्बु"" इलाम 1|""डम्बर सिंह लिम्बु"""
राम प्रसाद लिम्बू,इलाम,1,संघीय लोकतान्त्रिक राष्ट्रिय मञ्च,"""राम प्रसाद लिम्बू"" इलाम 1|""राम प्रसाद लिम्बू"""
विनोद नेम्बाङ्ग लिम्बु,इलाम,1,श्रम संस्कृति पार्टी,"""विनोद नेम्बाङ्ग लिम्बु"" इलाम 1|""विनोद नेम्बाङ्ग लिम्बु"""
नारदमणी साङपाङ्ग,इलाम,1,नेपाल कम्युनिस्ट पार्टी (माओवादी),"""नारदमणी साङपाङ्ग"" इलाम 1|""नारदमणी साङपाङ्ग"""
हरि बहादुर गुरुङ,इलाम,1,उज्यालो नेपाल पार्टी,"""हरि बहादुर गुरुङ"" इलाम 1|""हरि बहादुर गुरुङ"""
लिला बहादुर सुनुवार,इलाम,1,जनता समाजवादी पार्टी(एकल चुनाव चिन्ह),"""लिला बहादुर सुनुवार"" इलाम 1|""लिला बहादुर सुनुवार"""
सुहाङ नेम्बाङ,इलाम,2,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),"""Suhang Nembang"" इलाम 2|""सुहाङ नेम्बाङ"" इलाम 2|""Suhang Nembang""|""सुहाङ नेम्बाङ"""
भेषराज आचार्य,इलाम,2,नेपाली काँग्रेस,"""Bheshraj Achary"" इलाम 2|""भेषराज आचार्य"" इलाम 2|""Bheshraj Achary""|""भेषराज आचार्य"""
ओम बहादुर गुरुङ्ग,इलाम,2,नेपाली कम्युनिष्ट पार्टी,"""ओम बहादुर गुरुङ्ग"" इलाम 2|""ओम बहादुर गुरुङ्ग"""
गोकुल बहादुर राई,इलाम,2,राष्ट्रिय स्वतन्त्र पार्टी,"""Gokul Bhadur Rai"" इलाम 2|""गोकुल बहादुर राई"" इलाम 2|""Gokul Bhadur Rai""|""गोकुल बहादुर राई"""
गणेश प्रसाद दुलाल,इलाम,2,राष्ट्रिय प्रजातन्त्र पार्टी,"""Gnesh Prsad Dulal"" इलाम 2|""गणेश प्रसाद दुलाल"" इलाम 2|""Gnesh Prsad Dulal""|""गणेश प्रसाद दुलाल"""
श्याम बहादुर लिम्वु,इलाम,2,मंगोल नेशनल अर्गनाइजेसन,"""श्याम बहादुर लिम्वु"" इलाम 2|""श्याम बहादुर लिम्वु"""
याम वहादुर लिम्बु,इलाम,2,नेपाल जनमुक्ति पार्टी,"""याम वहादुर लिम्बु"" इलाम 2|""याम वहादुर लिम्बु"""
दिवस राई,इलाम,2,राष्ट्रिय परिवर्तन पार्टी,"""दिवस राई"" इलाम 2|""दिवस राई"""
सादर सिं लिङदेन (लिम्बु),इलाम,2,संघीय लोकतान्त्रिक राष्ट्रिय मञ्च,"""सादर सिं लिङदेन (लिम्बु)"" इलाम 2|""सादर सिं लिङदेन (लिम्बु)"""
सुदिप राई,इलाम,2,श्रम संस्कृति पार्टी,"""सुदिप राई"" इलाम 2|""सुदिप राई"""
होम प्रसाद खतिवडा,इलाम,2,नेपाल कम्युनिस्ट पार्टी (माओवादी),"""होम प्रसाद खतिवडा"" इलाम 2|""होम प्रसाद खतिवडा"""
पवित्रा लिम्बु तुम्वाङफे,इलाम,2,राष्ट्रिय जनमुक्ति पार्टी,"""पवित्रा लिम्बु तुम्वाङफे"" इलाम 2|""पवित्रा लिम्बु तुम्वाङफे"""
बल बहादुर आङदेम्बे,इलाम,2,जनता समाजवादी पार्टी(एकल चुनाव चिन्ह),"""बल बहादुर आङदेम्बे"" इलाम 2|""बल बहादुर आङदेम्बे"""
डाक प्रसाद गौतम,इलाम,2,स्वतन्त्र,"""डाक प्रसाद गौतम"" इलाम 2|""डाक प्रसाद गौतम"""
रामचन्द्र उप्रेती,झापा,1,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),"""Ramchndr Upreti"" झापा 1|""रामचन्द्र उप्रेती"" झापा 1|""Ramchndr Upreti""|""रामचन्द्र उप्रेती"""
केशव राज पाण्डे,झापा,1,नेपाली काँग्रेस,"""Keshv Raj Pande"" झापा 1|""केशव राज पाण्डे"" झापा 1|""Keshv Raj Pande""|""केशव राज पाण्डे"""
अशेष घिमिरे,झापा,1,नेपाली कम्युनिष्ट पार्टी,"""अशेष घिमिरे"" झापा 1|""अशेष घिमिरे"""
निशा डाँगी,झापा,1,राष्ट्रिय स्वतन्त्र पार्टी,"""Nisha Dagi"" झापा 1|""निशा डाँगी"" झापा 1|""Nisha Dagi""|""निशा डाँगी"""
हेमराज कार्की,झापा,1,राष्ट्रिय प्रजातन्त्र पार्टी,"""Hemraj Karki"" झापा 1|""हेमराज कार्की"" झापा 1|""Hemraj Karki""|""हेमराज कार्की"""
रमा मेचे,झापा,1,"जनता समाजवादी पार्टी, नेपाल","""Rma Meche"" झापा 1|""रमा मेचे"" झापा 1|""Rma Meche""|""रमा मेचे"""
हिरण्य प्रसाद भट्टराई,झापा,1,नेपाल मजदुर किसान पार्टी,"""हिरण्य प्रसाद भट्टराई"" झापा 1|""हिरण्य प्रसाद भट्टराई"""
सन्तोष तामाङ्ग,झापा,1,मंगोल नेशनल अर्गनाइजेसन,"""सन्तोष तामाङ्ग"" झापा 1|""सन्तोष तामाङ्ग"""
ओलीन राजवंशी,झापा,1,नेपाल सद्भावना पार्टी,"""ओलीन राजवंशी"" झापा 1|""ओलीन राजवंशी"""
खान्द्रु करुवा,झापा,1,नेपाल जनमुक्ति पार्टी,"""खान्द्रु करुवा"" झापा 1|""खान्द्रु करुवा"""
मान बहादुर साँवा(लिम्बु),झापा,1,संघीय लोकतान्त्रिक राष्ट्रिय मञ्च,"""मान बहादुर साँवा(लिम्बु)"" झापा 1|""मान बहादुर साँवा(लिम्बु)"""
केवलराम राई,झापा,1,श्रम संस्कृति पार्टी,"""केवलराम राई"" झापा 1|""केवलराम राई"""
नरेश कुमार लावती,झापा,1,उज्यालो नेपाल पार्टी,"""नरेश कुमार लावती"" झापा 1|""नरेश कुमार लावती"""
गणेश कुमार खरेल,झापा,1,स्वतन्त्र,"""गणेश कुमार खरेल"" झापा 1|""गणेश कुमार खरेल"""
दुर्गा प्रसाद साँवा लिम्वु,झापा,1,स्वतन्त्र,"""दुर्गा प्रसाद साँवा लिम्वु"" झापा 1|""दुर्गा प्रसाद साँवा लिम्वु"""
देव राज घिमिरे,झापा,2,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),"""Dev Raj Ghimire"" झापा 2|""देव राज घिमिरे"" झापा 2|""Dev Raj Ghimire""|""देव राज घिमिरे"""
सरिता प्रसाई,झापा,2,नेपाली काँग्रेस,"""Srita Prsai"" झापा 2|""सरिता प्रसाई"" झापा 2|""Srita Prsai""|""सरिता प्रसाई"""
धर्माशिला चापागाई,झापा,2,नेपाली कम्युनिष्ट पार्टी,"""धर्माशिला चापागाई"" झापा 2|""धर्माशिला चापागाई"""
इन्दिरा राना मगर,झापा,2,राष्ट्रिय स्वतन्त्र पार्टी,"""Indira Rana Mgr"" झापा 2|""इन्दिरा राना मगर"" झापा 2|""Indira Rana Mgr""|""इन्दिरा राना मगर"""
भद्र प्रसाद नेपाल,झापा,2,राष्ट्रिय प्रजातन्त्र पार्टी,"""Bhdr Prsad Nepal"" झापा 2|""भद्र प्रसाद नेपाल"" झापा 2|""Bhdr Prsad Nepal""|""भद्र प्रसाद नेपाल"""
रमेश कुमार राजवंशी,झापा,2,जनमत पार्टी,"""रमेश कुमार राजवंशी"" झापा 2|""रमेश कुमार राजवंशी"""
चन्द्र कुमारी गारु,झापा,2,नेपाल मजदुर किसान पार्टी,"""चन्द्र कुमारी गारु"" झापा 2|""चन्द्र कुमारी गारु"""
अकल बहादुर तामाङ्ग,झापा,2,मंगोल नेशनल अर्गनाइजेसन,"""अकल बहादुर तामाङ्ग"" झापा 2|""अकल बहादुर तामाङ्ग"""
मान बहादुर पुलामी मगर,झापा,2,नेपाल जनमुक्ति पार्टी,"""मान बहादुर पुलामी मगर"" झापा 2|""मान बहादुर पुलामी मगर"""
श्रीप्रसाद सिटौला,झापा,2,नेपाल कम्युनिष्ट पार्टी (संयुक्त),"""श्रीप्रसाद सिटौला"" झापा 2|""श्रीप्रसाद सिटौला"""
अमृता लावती,झापा,2,संघीय लोकतान्त्रिक राष्ट्रिय मञ्च,"""अमृता लावती"" झापा 2|""अमृता लावती"""
केशव कुमार भण्डारी,झापा,2,श्रम संस्कृति पार्टी,"""केशव कुमार भण्डारी"" झापा 2|""केशव कुमार भण्डारी"""
अर्जुन कुमार पाण्डे,झापा,2,नेपाल कम्युनिस्ट पार्टी (माओवादी),"""अर्जुन कुमार पाण्डे"" झापा 2|""अर्जुन कुमार पाण्डे"""
चुडा कर्ण बेघा,झापा,2,उज्यालो नेपाल पार्टी,"""चुडा कर्ण बेघा"" झापा 2|""चुडा कर्ण बेघा"""
तिल बहादुर राई,झापा,2,जनता समाजवादी पार्टी(एकल चुनाव चिन्ह),"""तिल बहादुर राई"" झापा 2|""तिल बहादुर राई"""
पुण्य  प्रसाद अार्चाय,झापा,2,स्वतन्त्र,"""पुण्य  प्रसाद अार्चाय"" झापा 2|""पुण्य  प्रसाद अार्चाय"""
युवराज संग्रौला,झापा,2,स्वतन्त्र,"""युवराज संग्रौला"" झापा 2|""युवराज संग्रौला"""
रमेश कुमार कार्की,झापा,2,स्वतन्त्र,"""रमेश कुमार कार्की"" झापा 2|""रमेश कुमार कार्की"""
हरी बहादुर राजवंशी,झापा,3,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),"""Hri Bhadur Rajvnshi"" झापा 3|""हरी बहादुर राजवंशी"" झापा 3|""Hri Bhadur Rajvnshi""|""हरी बहादुर राजवंशी"""
राजेन्द्र कुमार घिमिरे,झापा,3,नेपाली काँग्रेस,"""Rajendr Kumar Ghimire"" झापा 3|""राजेन्द्र कुमार घिमिरे"" झापा 3|""Rajendr Kumar Ghimire""|""राजेन्द्र कुमार घिमिरे"""
डिल्लीराम घिमिरे,झापा,3,नेपाली कम्युनिष्ट पार्टी,"""डिल्लीराम घिमिरे"" झापा 3|""डिल्लीराम घिमिरे"""
प्रकाश पाठक,झापा,3,राष्ट्रिय स्वतन्त्र पार्टी,"""Prkash Pathk"" झापा 3|""प्रकाश पाठक"" झापा 3|""Prkash Pathk""|""प्रकाश पाठक"""
राजेन्द्र प्रसाद लिङ्देन,झापा,3,राष्ट्रिय प्रजातन्त्र पार्टी,"""Rajendr Prsad Lingden"" झापा 3|""राजेन्द्र प्रसाद लिङ्देन"" झापा 3|""Rajendr Prsad Lingden""|""राजेन्द्र प्रसाद लिङ्देन"""
कर्ण लाल राजवंशि,झापा,3,"जनता समाजवादी पार्टी, नेपाल","""Krn Lal Rajvnshi"" झापा 3|""कर्ण लाल राजवंशि"" झापा 3|""Krn Lal Rajvnshi""|""कर्ण लाल राजवंशि"""
हरसलाल राजवंशी,झापा,3,जनमत पार्टी,"""हरसलाल राजवंशी"" झापा 3|""हरसलाल राजवंशी"""
धर्म लक्ष्मी दुवाल (लघु),झापा,3,नेपाल मजदुर किसान पार्टी,"""धर्म लक्ष्मी दुवाल (लघु)"" झापा 3|""धर्म लक्ष्मी दुवाल (लघु)"""
याम कुमार श्रेष्ठ,झापा,3,मंगोल नेशनल अर्गनाइजेसन,"""याम कुमार श्रेष्ठ"" झापा 3|""याम कुमार श्रेष्ठ"""
चन्द्रकला सावा,झापा,3,संघीय लोकतान्त्रिक राष्ट्रिय मञ्च,"""चन्द्रकला सावा"" झापा 3|""चन्द्रकला सावा"""
जयेन मगर,झापा,3,नेशनल रिपब्लिक नेपाल,"""जयेन मगर"" झापा 3|""जयेन मगर"""
दिपक तिम्सिना,झापा,3,श्रम संस्कृति पार्टी,"""दिपक तिम्सिना"" झापा 3|""दिपक तिम्सिना"""
सन्तोष कटुवाल,झापा,3,नेपाल कम्युनिस्ट पार्टी (माओवादी),"""सन्तोष कटुवाल"" झापा 3|""सन्तोष कटुवाल"""
श्यामकृष्ण पाठक,झापा,3,उज्यालो नेपाल पार्टी,"""श्यामकृष्ण पाठक"" झापा 3|""श्यामकृष्ण पाठक"""
विनिता कुमारी राजवंशी,झापा,3,जनता समाजवादी पार्टी(एकल चुनाव चिन्ह),"""विनिता कुमारी राजवंशी"" झापा 3|""विनिता कुमारी राजवंशी"""
अभय राजवंशी,झापा,3,स्वतन्त्र,"""अभय राजवंशी"" झापा 3|""अभय राजवंशी"""
मानप्रकाश संग्रौला,झापा,3,स्वतन्त्र,"""मानप्रकाश संग्रौला"" झापा 3|""मानप्रकाश संग्रौला"""
लाल प्रसाद साँवा लिम्बू,झापा,4,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),"""Lal Prsad Sava Limbu"" झापा 4|""लाल प्रसाद साँवा लिम्बू"" झापा 4|""Lal Prsad Sava Limbu""|""लाल प्रसाद साँवा लिम्बू"""
देउ कुमार थेवे,झापा,4,नेपाली काँग्रेस,"""Deu Kumar Theve"" झापा 4|""देउ कुमार थेवे"" झापा 4|""Deu Kumar Theve""|""देउ कुमार थेवे"""
पुरुषोतम चुडाल,झापा,4,नेपाली कम्युनिष्ट पार्टी,"""पुरुषोतम चुडाल"" झापा 4|""पुरुषोतम चुडाल"""
शम्भु प्रसाद ढकाल,झापा,4,राष्ट्रिय स्वतन्त्र पार्टी,"""Shmbhu Prsad Dhkal"" झापा 4|""शम्भु प्रसाद ढकाल"" झापा 4|""Shmbhu Prsad Dhkal""|""शम्भु प्रसाद ढकाल"""
भक्ति प्रसाद सिटौला,झापा,4,राष्ट्रिय प्रजातन्त्र पार्टी,"""Bhkti Prsad Sitaula"" झापा 4|""भक्ति प्रसाद सिटौला"" झापा 4|""Bhkti Prsad Sitaula""|""भक्ति प्रसाद सिटौला"""
पलटन ताजपुरिया,झापा,4,"जनता समाजवादी पार्टी, नेपाल","""Pltn Tajpuriya"" झापा 4|""पलटन ताजपुरिया"" झापा 4|""Pltn Tajpuriya""|""पलटन ताजपुरिया"""
लोथ्रो हेमरम,झापा,4,जनमत पार्टी,"""लोथ्रो हेमरम"" झापा 4|""लोथ्रो हेमरम"""
तुल्सी लक्ष्मी दुमरु (बाटी),झापा,4,नेपाल मजदुर किसान पार्टी,"""तुल्सी लक्ष्मी दुमरु (बाटी)"" झापा 4|""तुल्सी लक्ष्मी दुमरु (बाटी)"""
दिलिप धिमाल,झापा,4,मंगोल नेशनल अर्गनाइजेसन,"""दिलिप धिमाल"" झापा 4|""दिलिप धिमाल"""
टेक बहादुर अधिकारी,झापा,4,नेपाल कम्युनिष्ट पार्टी मार्क्सवादी (पुष्पलाल),"""टेक बहादुर अधिकारी"" झापा 4|""टेक बहादुर अधिकारी"""
किरण लिम्वु  लिङदेन,झापा,4,संघीय लोकतान्त्रिक राष्ट्रिय मञ्च,"""किरण लिम्वु  लिङदेन"" झापा 4|""किरण लिम्वु  लिङदेन"""
अमृता देवि राई,झापा,4,श्रम संस्कृति पार्टी,"""अमृता देवि राई"" झापा 4|""अमृता देवि राई"""
तारा बहादुर थापा,झापा,4,नेपाल कम्युनिस्ट पार्टी (माओवादी),"""तारा बहादुर थापा"" झापा 4|""तारा बहादुर थापा"""
सन्तोष तामाङ्ग,झापा,4,उज्यालो नेपाल पार्टी,"""सन्तोष तामाङ्ग"" झापा 4|""सन्तोष तामाङ्ग"""
त्रीनारायण राजवंशी,झापा,4,राष्ट्रिय मुक्ति पार्टी नेपाल(एकल चुनाव चिन्ह),"""त्रीनारायण राजवंशी"" झापा 4|""त्रीनारायण राजवंशी"""
साजन माझी,झापा,4,स्वतन्त्र,"""साजन माझी"" झापा 4|""साजन माझी"""
के.पी शर्मा ओली,झापा,5,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),"""Kepi Shrma Oli"" झापा 5|""के.पी शर्मा ओली"" झापा 5|""Kepi Shrma Oli""|""के.पी शर्मा ओली"""
मंधरा चिमरिया,झापा,5,नेपाली काँग्रेस,"""Mndhra Chimriya"" झापा 5|""मंधरा चिमरिया"" झापा 5|""Mndhra Chimriya""|""मंधरा चिमरिया"""
रन्जित तामाङ,झापा,5,नेपाली कम्युनिष्ट पार्टी,"""रन्जित तामाङ"" झापा 5|""रन्जित तामाङ"""
वालेन्द्र शाह,झापा,5,राष्ट्रिय स्वतन्त्र पार्टी,"""Valendr Shah"" झापा 5|""वालेन्द्र शाह"" झापा 5|""Valendr Shah""|""वालेन्द्र शाह"""
लक्ष्मी प्रसाद संग्रौला,झापा,5,राष्ट्रिय प्रजातन्त्र पार्टी,"""Lkshmi Prsad Sngraula"" झापा 5|""लक्ष्मी प्रसाद संग्रौला"" झापा 5|""Lkshmi Prsad Sngraula""|""लक्ष्मी प्रसाद संग्रौला"""
धिरेन सुब्बा,झापा,5,"जनता समाजवादी पार्टी, नेपाल","""Dhiren Subba"" झापा 5|""धिरेन सुब्बा"" झापा 5|""Dhiren Subba""|""धिरेन सुब्बा"""
अमृतलाल महतो,झापा,5,जनमत पार्टी,"""अमृतलाल महतो"" झापा 5|""अमृतलाल महतो"""
सान बहादुर मेचे,झापा,5,मंगोल नेशनल अर्गनाइजेसन,"""सान बहादुर मेचे"" झापा 5|""सान बहादुर मेचे"""
पदम बहादुर जवेगु,झापा,5,नेपाल जनमुक्ति पार्टी,"""पदम बहादुर जवेगु"" झापा 5|""पदम बहादुर जवेगु"""
सविन राई,झापा,5,राष्ट्रिय परिवर्तन पार्टी,"""सविन राई"" झापा 5|""सविन राई"""
सुशान्त साम्पङ राइ,झापा,5,संघीय लोकतान्त्रिक राष्ट्रिय मञ्च,"""सुशान्त साम्पङ राइ"" झापा 5|""सुशान्त साम्पङ राइ"""
समिर तामाङ्ग,झापा,5,श्रम संस्कृति पार्टी,"""समिर तामाङ्ग"" झापा 5|""समिर तामाङ्ग"""
संजय राई,झापा,5,नेपाल कम्युनिस्ट पार्टी (माओवादी),"""संजय राई"" झापा 5|""संजय राई"""
अमृत रसाइलि,झापा,5,राष्ट्रिय मुक्ति पार्टी नेपाल(एकल चुनाव चिन्ह),"""अमृत रसाइलि"" झापा 5|""अमृत रसाइलि"""
धर्मराज गुरागाई,झापा,5,पिपुल फर्ष्ट पार्टी,"""धर्मराज गुरागाई"" झापा 5|""धर्मराज गुरागाई"""
अर्जुन सापकोटा,झापा,5,स्वतन्त्र,"""अर्जुन सापकोटा"" झापा 5|""अर्जुन सापकोटा"""
खेमनाथ शिवाकोटी,झापा,5,स्वतन्त्र,"""खेमनाथ शिवाकोटी"" झापा 5|""खेमनाथ शिवाकोटी"""
डम्वर शाहु,झापा,5,स्वतन्त्र,"""डम्वर शाहु"" झापा 5|""डम्वर शाहु"""
प्रकाश नेपाल,झापा,5,स्वतन्त्र,"""प्रकाश नेपाल"" झापा 5|""प्रकाश नेपाल"""
पुस्कर खतिवडा,झापा,5,स्वतन्त्र,"""पुस्कर खतिवडा"" झापा 5|""पुस्कर खतिवडा"""
मातृका भट्टराई,झापा,5,स्वतन्त्र,"""मातृका भट्टराई"" झापा 5|""मातृका भट्टराई"""
रञ्जना गौतम,झापा,5,स्वतन्त्र,"""रञ्जना गौतम"" झापा 5|""रञ्जना गौतम"""
विपुल गुरागाई,झापा,5,स्वतन्त्र,"""विपुल गुरागाई"" झापा 5|""विपुल गुरागाई"""
शोभा भण्डारी,झापा,5,स्वतन्त्र,"""शोभा भण्डारी"" झापा 5|""शोभा भण्डारी"""
अर्जुन कुमार कार्की,संखुवासभा,1,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),"""Arjun Kumar Karki"" संखुवासभा 1|""अर्जुन कुमार कार्की"" संखुवासभा 1|""Arjun Kumar Karki""|""अर्जुन कुमार कार्की"""
दिपन कुमार श्रेष्ठ,संखुवासभा,1,नेपाली काँग्रेस,"""Dipn Kumar Shreshth"" संखुवासभा 1|""दिपन कुमार श्रेष्ठ"" संखुवासभा 1|""Dipn Kumar Shreshth""|""दिपन कुमार श्रेष्ठ"""
सरिता थापा,संखुवासभा,1,नेपाली कम्युनिष्ट पार्टी,"""सरिता थापा"" संखुवासभा 1|""सरिता थापा"""
मिङमा शेर्पा,संखुवासभा,1,राष्ट्रिय स्वतन्त्र पार्टी,"""Mingma Sherpa"" संखुवासभा 1|""मिङमा शेर्पा"" संखुवासभा 1|""Mingma Sherpa""|""मिङमा शेर्पा"""
पदम बहादुर तामाङ,संखुवासभा,1,राष्ट्रिय प्रजातन्त्र पार्टी,"""Pdm Bhadur Tamang"" संखुवासभा 1|""पदम बहादुर तामाङ"" संखुवासभा 1|""Pdm Bhadur Tamang""|""पदम बहादुर तामाङ"""
भरत कुमार राई (याक्खा),संखुवासभा,1,"जनता समाजवादी पार्टी, नेपाल","""Bhrt Kumar Rai Yakkha"" संखुवासभा 1|""भरत कुमार राई (याक्खा)"" संखुवासभा 1|""Bhrt Kumar Rai Yakkha""|""भरत कुमार राई (याक्खा)"""
राज कुमार लघु,संखुवासभा,1,नेपाल मजदुर किसान पार्टी,"""राज कुमार लघु"" संखुवासभा 1|""राज कुमार लघु"""
हेम कुमार गुरुङ्ग,संखुवासभा,1,राष्ट्रिय जनमोर्चा,"""हेम कुमार गुरुङ्ग"" संखुवासभा 1|""हेम कुमार गुरुङ्ग"""
देवेन्द्र कुमार (रिल्ली) घले,संखुवासभा,1,मंगोल नेशनल अर्गनाइजेसन,"""देवेन्द्र कुमार (रिल्ली) घले"" संखुवासभा 1|""देवेन्द्र कुमार (रिल्ली) घले"""
केशर सिं राई,संखुवासभा,1,नेपाल जनमुक्ति पार्टी,"""केशर सिं राई"" संखुवासभा 1|""केशर सिं राई"""
घनश्याम वालिङ राई,संखुवासभा,1,राष्ट्रिय परिवर्तन पार्टी,"""घनश्याम वालिङ राई"" संखुवासभा 1|""घनश्याम वालिङ राई"""
रन माया राई(चाम्लिङ्ग),संखुवासभा,1,संघीय लोकतान्त्रिक राष्ट्रिय मञ्च,"""रन माया राई(चाम्लिङ्ग)"" संखुवासभा 1|""रन माया राई(चाम्लिङ्ग)"""
कृष्ण बहादुर राई,संखुवासभा,1,नेपाली जनश्रमदान संस्कृति पार्टी,"""कृष्ण बहादुर राई"" संखुवासभा 1|""कृष्ण बहादुर राई"""
उमा कुमारी राई,संखुवासभा,1,श्रम संस्कृति पार्टी,"""उमा कुमारी राई"" संखुवासभा 1|""उमा कुमारी राई"""
पुष्प कोईराला,संखुवासभा,1,नेपाल कम्युनिस्ट पार्टी (माओवादी),"""पुष्प कोईराला"" संखुवासभा 1|""पुष्प कोईराला"""
वासुदेब दाहाल,संखुवासभा,1,स्वतन्त्र,"""वासुदेब दाहाल"" संखुवासभा 1|""वासुदेब दाहाल"""
भानु भक्त ढकाल,तेह्रथुम,1,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),"""Bhanu Bhkt Dhkal"" तेह्रथुम 1|""भानु भक्त ढकाल"" तेह्रथुम 1|""Bhanu Bhkt Dhkal""|""भानु भक्त ढकाल"""
सन्तोष सुब्वा,तेह्रथुम,1,नेपाली काँग्रेस,"""Sntosh Subva"" तेह्रथुम 1|""सन्तोष सुब्वा"" तेह्रथुम 1|""Sntosh Subva""|""सन्तोष सुब्वा"""
रनध्वज लिम्वु,तेह्रथुम,1,नेपाली कम्युनिष्ट पार्टी,"""रनध्वज लिम्वु"" तेह्रथुम 1|""रनध्वज लिम्वु"""
सुरेन्द्र कार्की,तेह्रथुम,1,राष्ट्रिय स्वतन्त्र पार्टी,"""Surendr Karki"" तेह्रथुम 1|""सुरेन्द्र कार्की"" तेह्रथुम 1|""Surendr Karki""|""सुरेन्द्र कार्की"""
