CandidateName,DistrictName,ConstName,SmartKeywords
राज कुमार पासमान,सिराहा,2,"""राज कुमार पासमान"" सिराहा 2"
राम कुमार यादव,सिराहा,2,"""राम कुमार यादव"" सिराहा 2"
गंगा राम ठाकुर,सिराहा,2,"""गंगा राम ठाकुर"" सिराहा 2"
ललित कुमार सिंह,सिराहा,2,"""ललित कुमार सिंह"" सिराहा 2"
सवुर लाल राम,सिराहा,2,"""सवुर लाल राम"" सिराहा 2"
कौशल कुमार सिंह,सिराहा,2,"""कौशल कुमार सिंह"" सिराहा 2"
विल्टु यादव,सिराहा,2,"""विल्टु यादव"" सिराहा 2"
अनश्वर कुमार महतो,सिराहा,2,"""अनश्वर कुमार महतो"" सिराहा 2"
उदय कुमार मगर,सिराहा,2,"""उदय कुमार मगर"" सिराहा 2"
उषा कुमारी यादव,सिराहा,2,"""उषा कुमारी यादव"" सिराहा 2"
कपलेशवर यादव,सिराहा,2,"""कपलेशवर यादव"" सिराहा 2"
कपलेश्‍वरी देवी साह,सिराहा,2,"""कपलेश्‍वरी देवी साह"" सिराहा 2"
जय प्रकास महतो,सिराहा,2,"""जय प्रकास महतो"" सिराहा 2"
रमेश कुमार यादव,सिराहा,2,"""रमेश कुमार यादव"" सिराहा 2"
रविन्द्र कुमार यादव,सिराहा,2,"""रविन्द्र कुमार यादव"" सिराहा 2"
राज  कुमार  चौधरी ,सिराहा,2,"""राज  कुमार  चौधरी"" सिराहा 2"
राजेश्‍वर साह,सिराहा,2,"""राजेश्‍वर साह"" सिराहा 2"
राम गणेश यादव,सिराहा,2,"""राम गणेश यादव"" सिराहा 2"
रोविन यादव,सिराहा,2,"""रोविन यादव"" सिराहा 2"
विजय कुमार यादव,सिराहा,2,"""विजय कुमार यादव"" सिराहा 2"
शान्ती देवी यादव,सिराहा,2,"""शान्ती देवी यादव"" सिराहा 2"
शिव कुमार कामैत,सिराहा,2,"""शिव कुमार कामैत"" सिराहा 2"
लिलानाथ श्रेष्ठ,सिराहा,3,"""लिलानाथ श्रेष्ठ""|""लिलानाथ श्रेष्ठ"" सिराहा 3"
सुभाष चन्द्र यादव,सिराहा,3,"""सुभाष चन्द्र यादव"" सिराहा 3|""सुभाष चन्द्र यादव"""
विश्‍वनाथ साह,सिराहा,3,"""विश्‍वनाथ साह"" सिराहा 3"
शम्भु कुमार यादव,सिराहा,3,"""शम्भु कुमार यादव""|""शम्भु कुमार यादव"" सिराहा 3"
देव दयाल सिंह,सिराहा,3,"""देव दयाल सिंह"" सिराहा 3"
असेश्वर यादव,सिराहा,3,"""असेश्वर यादव"" सिराहा 3"
रोहित महतो,सिराहा,3,"""रोहित महतो"" सिराहा 3"
पुजन कुमार सिंह,सिराहा,3,"""पुजन कुमार सिंह"" सिराहा 3"
दिप कुमार लामा,सिराहा,3,"""दिप कुमार लामा"" सिराहा 3"
कमल राय,सिराहा,3,"""कमल राय"" सिराहा 3"
श्रवण पासवान,सिराहा,3,"""श्रवण पासवान"" सिराहा 3"
ज्ञानु देवी दनुवार,सिराहा,3,"""ज्ञानु देवी दनुवार"" सिराहा 3"
अरविन्द कुमार यादव,सिराहा,3,"""अरविन्द कुमार यादव"" सिराहा 3"
अर्जुन कुमार यादव,सिराहा,3,"""अर्जुन कुमार यादव"" सिराहा 3"
अशिष कुमार मण्डल,सिराहा,3,"""अशिष कुमार मण्डल"" सिराहा 3"
अंकित कुमार यादव,सिराहा,3,"""अंकित कुमार यादव"" सिराहा 3"
आनन्द विश्वकर्मा,सिराहा,3,"""आनन्द विश्वकर्मा"" सिराहा 3"
इन्दिला कुमारी यादव,सिराहा,3,"""इन्दिला कुमारी यादव"" सिराहा 3"
उमेश कुमार बराल,सिराहा,3,"""उमेश कुमार बराल"" सिराहा 3"
कृष्णा कुमार यादव,सिराहा,3,"""कृष्णा कुमार यादव"" सिराहा 3"
जिवछ कुमार यादव,सिराहा,3,"""जिवछ कुमार यादव"" सिराहा 3"
दिनेश यादव,सिराहा,3,"""दिनेश यादव"" सिराहा 3"
