Name,District,No,Party,Symbol,KeywordList
दिपक तिम्सिना,झापा,3,श्रम संस्कृति पार्टी,अँजुलीमा रहेको माटो,"""दिपक तिम्सिना""|""दिपक"" झापा|""दिपक"" 3|झापा 3 चुनाव|#दिपक|""दिपक तिम्सिना"" झापा"
सन्तोष कटुवाल,झापा,3,नेपाल कम्युनिस्ट पार्टी (माओवादी),गोलो घेराभित्र दुई पात भएको गुलाफको फूल,"""सन्तोष कटुवाल""|""सन्तोष"" झापा|""सन्तोष"" 3|झापा 3 चुनाव|#सन्तोष|""सन्तोष कटुवाल"" झापा"
श्यामकृष्ण पाठक,झापा,3,उज्यालो नेपाल पार्टी,बलिरहेको बिजुलीको चिम,"""श्यामकृष्ण पाठक""|""श्यामकृष्ण"" झापा|""श्यामकृष्ण"" 3|झापा 3 चुनाव|#श्यामकृष्ण|""श्यामकृष्ण पाठक"" झापा"
विनिता कुमारी राजवंशी,झापा,3,जनता समाजवादी पार्टी(एकल चुनाव चिन्ह),चकिया (जाँतो),"""विनिता कुमारी राजवंशी""|""विनिता"" झापा|""विनिता"" 3|झापा 3 चुनाव|#विनिता|""विनिता कुमारी राजवंशी"" झापा"
अभय राजवंशी,झापा,3,स्वतन्त्र,आँप,"""अभय राजवंशी""|""अभय"" झापा|""अभय"" 3|झापा 3 चुनाव|#अभय|""अभय राजवंशी"" झापा"
मानप्रकाश संग्रौला,झापा,3,स्वतन्त्र,सारङ्‌गी,"""मानप्रकाश संग्रौला""|""मानप्रकाश"" झापा|""मानप्रकाश"" 3|झापा 3 चुनाव|#मानप्रकाश|""मानप्रकाश संग्रौला"" झापा"
लाल प्रसाद साँवा लिम्बू,झापा,4,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य,"""लाल प्रसाद साँवा लिम्बू""|""लाल"" झापा|""लाल"" 4|झापा 4 चुनाव|#लाल|""लाल प्रसाद साँवा लिम्बू"" झापा"
देउ कुमार थेवे,झापा,4,नेपाली काँग्रेस,रुख,"""देउ कुमार थेवे""|""देउ"" झापा|""देउ"" 4|झापा 4 चुनाव|#देउ|""देउ कुमार थेवे"" झापा"
पुरुषोतम चुडाल,झापा,4,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा,"""पुरुषोतम चुडाल""|""पुरुषोतम"" झापा|""पुरुषोतम"" 4|झापा 4 चुनाव|#पुरुषोतम|""पुरुषोतम चुडाल"" झापा"
शम्भु प्रसाद ढकाल,झापा,4,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,"""शम्भु प्रसाद ढकाल""|""शम्भु"" झापा|""शम्भु"" 4|झापा 4 चुनाव|#शम्भु|""शम्भु प्रसाद ढकाल"" झापा"
भक्ति प्रसाद सिटौला,झापा,4,राष्ट्रिय प्रजातन्त्र पार्टी,हलो,"""भक्ति प्रसाद सिटौला""|""भक्ति"" झापा|""भक्ति"" 4|झापा 4 चुनाव|#भक्ति|""भक्ति प्रसाद सिटौला"" झापा"
पलटन ताजपुरिया,झापा,4,"जनता समाजवादी पार्टी, नेपाल",ढल्केको छाता,"""पलटन ताजपुरिया""|""पलटन"" झापा|""पलटन"" 4|झापा 4 चुनाव|#पलटन|""पलटन ताजपुरिया"" झापा"
लोथ्रो हेमरम,झापा,4,जनमत पार्टी,लाउड स्पिकर,"""लोथ्रो हेमरम""|""लोथ्रो"" झापा|""लोथ्रो"" 4|झापा 4 चुनाव|#लोथ्रो|""लोथ्रो हेमरम"" झापा"
तुल्सी लक्ष्मी दुमरु (बाटी),झापा,4,नेपाल मजदुर किसान पार्टी,मादल,"""तुल्सी लक्ष्मी दुमरु (बाटी)""|""तुल्सी"" झापा|""तुल्सी"" 4|झापा 4 चुनाव|#तुल्सी|""तुल्सी लक्ष्मी दुमरु (बाटी)"" झापा"
