Name,District,ConstNo,Party,Keywords,FileSaveName,DistrictEng
देवेन्द्र कुमार (रिल्ली) घले,संखुवासभा,1,मंगोल नेशनल अर्गनाइजेसन,"""देवेन्द्र कुमार (रिल्ली) घले"" संखुवासभा 1",sankhuwasabha_1.csv,Sankhuwasabha
केशर सिं राई,संखुवासभा,1,नेपाल जनमुक्ति पार्टी,"""केशर सिं राई"" संखुवासभा 1",sankhuwasabha_1.csv,Sankhuwasabha
घनश्याम वालिङ राई,संखुवासभा,1,राष्ट्रिय परिवर्तन पार्टी,"""घनश्याम वालिङ राई"" संखुवासभा 1",sankhuwasabha_1.csv,Sankhuwasabha
रन माया राई(चाम्लिङ्ग),संखुवासभा,1,संघीय लोकतान्त्रिक राष्ट्रिय मञ्च,"""रन माया राई(चाम्लिङ्ग)"" संखुवासभा 1",sankhuwasabha_1.csv,Sankhuwasabha
कृष्ण बहादुर राई,संखुवासभा,1,नेपाली जनश्रमदान संस्कृति पार्टी,"""कृष्ण बहादुर राई"" संखुवासभा 1",sankhuwasabha_1.csv,Sankhuwasabha
उमा कुमारी राई,संखुवासभा,1,श्रम संस्कृति पार्टी,"""उमा कुमारी राई"" संखुवासभा 1",sankhuwasabha_1.csv,Sankhuwasabha
पुष्प कोईराला,संखुवासभा,1,नेपाल कम्युनिस्ट पार्टी (माओवादी),"""पुष्प कोईराला"" संखुवासभा 1",sankhuwasabha_1.csv,Sankhuwasabha
वासुदेब दाहाल,संखुवासभा,1,स्वतन्त्र,"""वासुदेब दाहाल"" संखुवासभा 1",sankhuwasabha_1.csv,Sankhuwasabha
भानु भक्त ढकाल,तेह्रथुम,1,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),"""भानु भक्त ढकाल"" तेह्रथुम 1",tehrathum_1.csv,Tehrathum
सन्तोष सुब्वा,तेह्रथुम,1,नेपाली काँग्रेस,"""सन्तोष सुब्वा"" तेह्रथुम 1",tehrathum_1.csv,Tehrathum
रनध्वज लिम्वु,तेह्रथुम,1,नेपाली कम्युनिष्ट पार्टी,"""रनध्वज लिम्वु"" तेह्रथुम 1",tehrathum_1.csv,Tehrathum
सुरेन्द्र कार्की,तेह्रथुम,1,राष्ट्रिय स्वतन्त्र पार्टी,"""सुरेन्द्र कार्की"" तेह्रथुम 1",tehrathum_1.csv,Tehrathum
होमभक्त लिम्बु (कुरुम्वाङ),तेह्रथुम,1,राष्ट्रिय प्रजातन्त्र पार्टी,"""होमभक्त लिम्बु (कुरुम्वाङ)"" तेह्रथुम 1",tehrathum_1.csv,Tehrathum
गंगा वहादुर चोङवाङ् लिम्बु,तेह्रथुम,1,मंगोल नेशनल अर्गनाइजेसन,"""गंगा वहादुर चोङवाङ् लिम्बु"" तेह्रथुम 1",tehrathum_1.csv,Tehrathum
सागर नाथ रेग्मी,तेह्रथुम,1,नेपाल जनमुक्ति पार्टी,"""सागर नाथ रेग्मी"" तेह्रथुम 1",tehrathum_1.csv,Tehrathum
उषा लक्ष्‍मी तुम्वाहाङफे,तेह्रथुम,1,राष्ट्रिय परिवर्तन पार्टी,"""उषा लक्ष्‍मी तुम्वाहाङफे"" तेह्रथुम 1",tehrathum_1.csv,Tehrathum
टंक प्रसाद भट्टराई,तेह्रथुम,1,नेपाल कम्युनिष्ट पार्टी मार्क्सवादी (पुष्पलाल),"""टंक प्रसाद भट्टराई"" तेह्रथुम 1",tehrathum_1.csv,Tehrathum
शंकर मान लिम्बु,तेह्रथुम,1,संघीय लोकतान्त्रिक राष्ट्रिय मञ्च,"""शंकर मान लिम्बु"" तेह्रथुम 1",tehrathum_1.csv,Tehrathum
सुविन्द्र  कुमार  लिम्वु ,तेह्रथुम,1,श्रम संस्कृति पार्टी,"""सुविन्द्र  कुमार  लिम्वु"" तेह्रथुम 1",tehrathum_1.csv,Tehrathum
मन  कुमार  लिम्वू,तेह्रथुम,1,नेपाल कम्युनिस्ट पार्टी (माओवादी),"""मन  कुमार  लिम्वू"" तेह्रथुम 1",tehrathum_1.csv,Tehrathum
शेरधन राई,भोजपुर,1,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),"""शेरधन राई"" भोजपुर 1",bhojpur_1.csv,Bhojpur
वालकृष्ण थापा,भोजपुर,1,नेपाली काँग्रेस,"""वालकृष्ण थापा"" भोजपुर 1",bhojpur_1.csv,Bhojpur
अजम्बर राई काङमाङ,भोजपुर,1,नेपाली कम्युनिष्ट पार्टी,"""अजम्बर राई काङमाङ"" भोजपुर 1",bhojpur_1.csv,Bhojpur
रमेश प्रसाद ओझा,भोजपुर,1,राष्ट्रिय स्वतन्त्र पार्टी,"""रमेश प्रसाद ओझा"" भोजपुर 1",bhojpur_1.csv,Bhojpur
जनक नेपाल,भोजपुर,1,राष्ट्रिय प्रजातन्त्र पार्टी,"""जनक नेपाल"" भोजपुर 1",bhojpur_1.csv,Bhojpur
राजा राम बासी,भोजपुर,1,नेपाल मजदुर किसान पार्टी,"""राजा राम बासी"" भोजपुर 1",bhojpur_1.csv,Bhojpur
चन्द्र प्रसाद राई,भोजपुर,1,मंगोल नेशनल अर्गनाइजेसन,"""चन्द्र प्रसाद राई"" भोजपुर 1",bhojpur_1.csv,Bhojpur
जितेन्द्र  राई ,भोजपुर,1,राष्ट्रिय परिवर्तन पार्टी,"""जितेन्द्र  राई"" भोजपुर 1",bhojpur_1.csv,Bhojpur
ध्रुवराज राई,भोजपुर,1,श्रम संस्कृति पार्टी,"""ध्रुवराज राई"" भोजपुर 1",bhojpur_1.csv,Bhojpur
देवान राज राई,भोजपुर,1,नेपाल कम्युनिस्ट पार्टी (माओवादी),"""देवान राज राई"" भोजपुर 1",bhojpur_1.csv,Bhojpur
गोपाल कुमार राई,भोजपुर,1,जनता समाजवादी पार्टी(एकल चुनाव चिन्ह),"""गोपाल कुमार राई"" भोजपुर 1",bhojpur_1.csv,Bhojpur
युवराज थापा,भोजपुर,1,आम जनता पार्टी(एकल चुनाव चिन्ह),"""युवराज थापा"" भोजपुर 1",bhojpur_1.csv,Bhojpur
राजेन्द्र कुमार राई,धनकुटा,1,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),"""राजेन्द्र कुमार राई"" धनकुटा 1",dhankuta_1.csv,Dhankuta
दिनेश राई,धनकुटा,1,नेपाली काँग्रेस,"""दिनेश राई"" धनकुटा 1",dhankuta_1.csv,Dhankuta
धर्म राज पौडेल,धनकुटा,1,नेपाली कम्युनिष्ट पार्टी,"""धर्म राज पौडेल"" धनकुटा 1",dhankuta_1.csv,Dhankuta
दिनेश भण्डारी,धनकुटा,1,राष्ट्रिय स्वतन्त्र पार्टी,"""दिनेश भण्डारी"" धनकुटा 1",dhankuta_1.csv,Dhankuta
बिभत्सु थापा,धनकुटा,1,राष्ट्रिय प्रजातन्त्र पार्टी,"""बिभत्सु थापा"" धनकुटा 1",dhankuta_1.csv,Dhankuta
आइत राज लिम्‍वु,धनकुटा,1,"जनता समाजवादी पार्टी, नेपाल","""आइत राज लिम्‍वु"" धनकुटा 1",dhankuta_1.csv,Dhankuta
उत्तम साखकर्मी,धनकुटा,1,नेपाल मजदुर किसान पार्टी,"""उत्तम साखकर्मी"" धनकुटा 1",dhankuta_1.csv,Dhankuta
सागर राई,धनकुटा,1,मंगोल नेशनल अर्गनाइजेसन,"""सागर राई"" धनकुटा 1",dhankuta_1.csv,Dhankuta
शालिक राम राई,धनकुटा,1,राष्ट्रिय परिवर्तन पार्टी,"""शालिक राम राई"" धनकुटा 1",dhankuta_1.csv,Dhankuta
बाल कुमार ताम्ली,धनकुटा,1,संघीय लोकतान्त्रिक राष्ट्रिय मञ्च,"""बाल कुमार ताम्ली"" धनकुटा 1",dhankuta_1.csv,Dhankuta
सान बहादुर​ राई,धनकुटा,1,श्रम संस्कृति पार्टी,"""सान बहादुर​ राई"" धनकुटा 1",dhankuta_1.csv,Dhankuta
रविन कुमार राई,धनकुटा,1,नेपाल कम्युनिस्ट पार्टी (माओवादी),"""रविन कुमार राई"" धनकुटा 1",dhankuta_1.csv,Dhankuta
निशान राई,धनकुटा,1,जनता समाजवादी पार्टी(एकल चुनाव चिन्ह),"""निशान राई"" धनकुटा 1",dhankuta_1.csv,Dhankuta
